age,balance,purchases,estimated_salary,country,id
51,96891.46,1,176403.33,Germany,15718465
55,119618.42,0,29861.13,Spain,15777772
28,0,0,136197.65,Spain,15586135
60,185648.56,1,192156.54,France,15721460
49,102286.6,1,69409.37,Germany,15727317
38,128015.83,0,58440.43,Germany,15649536
26,141462.13,0,440.2,France,15701176
46,137933.39,0,67976.57,Spain,15612140
54,105770.14,1,140929.98,Spain,15656086
38,0,1,126241.4,Spain,15644796
38,166328.65,0,22614.19,France,15726250
66,0,0,65535.56,France,15579826
55,98488.08,1,155879.57,France,15641604
64,98362.35,0,21630.21,Germany,15680767
51,144237.91,1,157143.61,France,15601594
47,0,1,121798.52,Spain,15703728
29,105767.28,0,41104.82,France,15617790
31,0,1,170821.43,Spain,15670584
25,134467.26,0,113266.09,France,15748069
70,0,0,141180.66,Spain,15812767
36,0,0,180318.6,Spain,15799631
33,127343.4,0,121789.3,Spain,15675256
44,0,0,175518.31,France,15672299
36,0,0,195224.91,France,15624323
29,0,1,91844.14,France,15587174
30,145241.63,0,80676.83,Spain,15579559
37,0,0,33877.29,France,15813095
28,0,0,164394.65,France,15723105
27,107812.67,1,162501.83,Spain,15588449
43,161546.68,0,178187.28,Spain,15799720
31,57530.06,1,181893.31,France,15613102
28,142243.54,0,33074.51,France,15677146
39,138341.51,1,50072.94,Germany,15801169
30,0,1,100496.84,France,15682421
30,0,0,101371.05,Spain,15691910
39,0,0,101168.9,France,15607884
22,114415.84,0,177497.4,France,15670822
42,93955.83,0,14828.54,Germany,15641298
22,101528.61,1,70529,Germany,15713354
33,0,0,69759.91,France,15704231
38,0,0,138542.87,Spain,15664737
55,155196.17,1,121207.66,Germany,15621611
57,113386.36,1,65121.63,Germany,15709474
24,0,1,78498.04,France,15701280
43,172196.23,0,104769.96,Spain,15671104
37,139592.98,1,104152.65,Germany,15753174
43,0,0,72051.44,Spain,15718216
29,147737.63,0,94951.27,France,15791925
38,128289.7,1,9149.96,France,15749519
46,0,1,21006.1,France,15684960
49,88826.07,1,33759.41,Germany,15591286
41,143443.61,1,196622.28,France,15668323
68,0,1,176353.87,France,15608528
29,0,0,176943.59,France,15645184
24,103219.47,0,60420.07,France,15733842
40,81954.6,1,198798.44,Germany,15662751
37,95196.26,1,126310.39,Germany,15684319
43,0,0,64515.5,Spain,15702190
39,119452.03,0,171575.54,France,15700366
44,0,1,96528,France,15804038
44,0,0,66548.58,France,15749947
63,110314.21,1,37464,France,15745533
48,163760.82,1,157381.14,Spain,15761497
35,154206.07,0,40261.49,Germany,15731281
44,0,1,5459.07,Spain,15691817
28,0,0,92865.41,France,15687648
34,146422.22,1,67142.97,Germany,15732281
40,100275.88,1,138564.48,Germany,15567630
47,0,1,187391.02,France,15587507
29,121823.4,0,50368.87,France,15694852
31,113688.63,1,33099.41,Germany,15799300
28,100032.52,1,5159.21,Germany,15694129
51,99183.9,0,28922.25,Germany,15759250
53,131955.07,1,62514.65,Spain,15732643
30,0,0,132029.95,France,15652180
56,94348.94,1,29239.29,Germany,15743490
28,0,0,154389.18,France,15732610
44,52831.13,1,112649.22,Spain,15702462
51,97750.07,1,193014.26,Germany,15683416
33,84719.13,0,113048.79,France,15613734
42,75302.85,0,57034.35,Spain,15671345
51,104760.82,1,165574.54,France,15749638
49,0,1,13566.48,France,15728706
31,113693,0,82796.29,Spain,15735439
42,115766.26,1,72155.85,Germany,15624744
48,0,0,183235.33,Spain,15726178
45,144677.19,1,22512.44,Germany,15788068
40,105683.63,0,173617.09,Spain,15780386
36,77910.23,0,67238.01,Spain,15591550
31,150593.59,0,105218.45,Germany,15595158
43,123815.86,1,78463.99,France,15599126
59,0,1,160849.43,Spain,15650575
27,138032.15,0,166317.71,Germany,15680234
46,143500.82,1,166996.46,Germany,15700627
29,119670.18,0,188022.44,Spain,15782641
55,120905.03,1,123475.88,France,15700460
57,0,1,38941.44,Spain,15724076
34,102277.52,1,177852.57,Germany,15784000
55,125292.53,1,31532.96,Germany,15733966
42,0,0,136377.21,Spain,15612667
25,0,0,47307.9,France,15566269
32,0,1,91167.19,Spain,15662426
41,151191.31,1,175295.89,Germany,15720511
57,114023.64,1,71167.17,France,15647965
23,0,0,141756.32,France,15675749
35,80285.16,1,72678.75,Spain,15782181
47,136911.07,1,168184.62,Germany,15655436
42,117691,1,23135.65,Germany,15801832
35,0,0,65675.47,France,15661349
51,135506.58,1,152479.64,Spain,15663410
33,127154.14,0,105383.49,Germany,15704144
62,75051.49,1,17682.02,France,15745326
52,123925.23,1,111342.66,Spain,15674541
41,0,1,134158.09,France,15728564
33,153819.58,1,79176.09,France,15580701
39,0,0,83103.46,Spain,15688973
38,146343.98,0,103902.11,Spain,15602500
36,0,0,141242.57,Spain,15768219
28,0,0,40357.39,Spain,15679813
36,98088.09,1,26687.22,Germany,15681410
48,118317.27,1,78702.98,France,15668283
54,99774.5,1,4896.11,Germany,15669664
38,0,1,92220.12,France,15573851
44,0,1,43018.82,Spain,15710012
42,161651.37,0,131753.97,France,15691011
44,111100.98,1,28144.07,Germany,15648933
30,0,0,189528.72,France,15644788
37,82500.28,0,115260.72,France,15801417
54,83102.72,0,54132.93,Spain,15638257
48,115290.27,1,98912.69,France,15707322
50,0,0,79377.45,France,15809830
56,99097.33,1,85016.64,Spain,15594456
28,171069.39,0,88689.4,France,15583462
44,143391.07,1,146891.07,Germany,15566253
35,0,0,97633.93,France,15623082
51,0,0,175235.99,Spain,15616471
34,0,0,165840.94,France,15811200
43,166522.78,1,119644.59,Germany,15807269
43,120481.69,1,94875.03,Germany,15660417
33,135658.73,0,39755,France,15641794
44,126147.84,1,132424.69,Germany,15718912
45,153697.53,1,89891.4,France,15798256
45,116585.97,1,189428.75,Germany,15726855
34,134464.58,0,178833.34,Germany,15755225
41,122552.48,0,120646.4,Germany,15668894
36,134208.22,0,177670.57,France,15795540
45,0,0,155492.87,France,15738150
39,102556.18,1,171971.25,Germany,15623202
42,126772.57,0,126106.4,Germany,15804201
47,109876.82,1,83611.45,Spain,15723864
34,136729.51,0,47058.21,Germany,15659094
44,152086.15,1,44719.5,Germany,15606397
45,119852.01,1,73853.94,Germany,15595842
35,117183.74,0,109733.73,France,15628155
36,145387.32,1,169963.2,Germany,15639278
35,124616.23,0,69320.97,France,15568487
48,95808.19,1,137702.01,Spain,15642821
42,0,0,65565.92,France,15642515
47,97023.21,0,2168.13,France,15641877
32,120452.4,0,79602.86,France,15625584
40,54428.37,1,109638.78,Spain,15575759
75,0,0,1276.87,France,15567442
48,143279.58,1,31580.8,Germany,15636330
37,125190.86,0,84584.69,France,15653784
65,38340.02,1,32607.77,France,15773283
37,96651.03,0,3232.82,France,15569878
43,133237.21,1,111032.79,France,15785559
61,142105.35,0,45214.04,France,15649414
53,123835.52,0,160110.65,France,15654975
32,0,0,97628.08,France,15756155
33,0,0,142956.48,France,15602572
32,157138.99,1,190994.48,Germany,15694444
45,0,0,159463.8,Spain,15795878
43,80090.93,1,39920,France,15605742
35,181166.44,1,63737.19,France,15664897
42,0,0,34777.23,France,15650864
38,148045.68,1,175479.92,France,15713845
38,0,0,96.27,France,15639662
41,0,0,132719.8,France,15651315
40,119501.88,0,46774.94,France,15707962
34,126729.41,1,26106.39,Germany,15645355
36,119984.07,1,191535.11,Germany,15729557
35,0,0,158937.55,France,15631436
56,0,1,25222.6,Spain,15583073
39,139443.75,0,9234.06,Spain,15700083
38,198338.77,0,14278.18,France,15594270
35,109196.66,1,109393.19,Germany,15645847
38,134168.5,1,3966.5,Spain,15708867
34,0,0,63173.64,France,15613140
65,120100.41,1,107563.16,Germany,15635964
30,0,0,199099.51,Spain,15786249
31,0,0,112395.98,Spain,15768270
35,133489.12,0,78101.29,France,15704771
37,105489.31,1,143096.49,Germany,15588372
19,0,0,72306.07,Spain,15670343
50,0,1,184839.7,Spain,15597968
35,0,1,73181.39,Spain,15796957
50,117721.02,1,192146.63,Germany,15635870
37,165896.22,0,66977.68,France,15596713
49,191808.73,0,97640.2,France,15804721
52,125396.24,1,10014.72,Germany,15741988
27,133801.49,0,143315.57,France,15605113
31,109848.6,0,42012.55,France,15764072
26,0,0,25042.1,Spain,15585256
43,137638.69,1,130442.08,France,15797329
31,0,0,124596.63,France,15752409
45,0,0,143298.06,Spain,15581295
44,105206.7,0,163558.36,Germany,15665168
44,73348.56,1,157166.79,France,15591091
33,0,0,59103.13,France,15626679
24,95675.62,1,162699.7,Germany,15800514
36,0,1,12916.32,Spain,15782096
37,100565.94,0,128799.86,Spain,15783522
42,190305.78,1,99347.8,Spain,15785373
35,118536.4,1,40980.87,Germany,15756272
35,165358.77,0,94738.54,France,15600174
29,0,0,199635.93,France,15800620
63,146202.93,1,126688.83,Spain,15573171
27,0,0,150850.29,France,15736769
41,0,1,32430.94,Spain,15814430
52,0,1,137332.37,France,15638607
68,114386.85,0,28601.68,Spain,15737133
71,137260.78,1,94433.08,Spain,15661723
60,124447.73,1,141364.62,Spain,15649616
42,0,1,108348.94,France,15720919
29,0,0,194310.1,France,15622442
26,0,0,34948.77,France,15568104
30,161378.02,1,71926.28,Germany,15803947
61,104267.7,1,62845.64,France,15651664
25,91718.8,0,28411.23,France,15795132
47,63488.7,1,28640.92,Spain,15811565
46,12459.19,1,156787.34,Spain,15713774
23,104592.55,0,131736.23,Germany,15682021
30,0,0,66190.21,France,15662662
41,0,0,14496.67,France,15723620
41,0,1,197490.39,France,15812888
49,128504.76,1,126812.63,Germany,15724154
45,98792.4,1,81491.7,Germany,15661626
60,0,0,86981.45,France,15626156
35,113948.58,1,188891.96,Germany,15572038
37,117524.72,0,161064.29,Germany,15709478
46,92783.68,0,51424.29,Spain,15794414
49,97036.22,1,152450.84,Germany,15643671
40,102145.13,0,100637.07,Spain,15784286
38,127475.24,1,60775.76,Germany,15704168
41,0,0,146257.77,France,15680197
45,144889.18,1,102591.9,France,15800746
40,0,0,25554.4,Spain,15788686
22,150126.44,1,152107.93,France,15742798
31,0,0,89040.61,France,15775116
34,102251.57,0,120672.09,Germany,15568885
61,0,1,127804.66,France,15632665
43,124209.02,0,167179.48,Spain,15776850
45,85325.93,0,22558.74,France,15678412
37,135776.36,1,85470.45,Germany,15583392
36,0,0,48505.1,Spain,15697948
28,117466.03,0,34490.06,Germany,15706217
44,91115.76,1,24208.84,Germany,15610972
23,104744.89,0,170262.97,Spain,15785350
34,185734.75,0,102036.82,France,15791851
36,154525.7,0,27468.72,France,15729083
35,110934.54,0,169287.99,France,15663168
39,151391.68,1,27274.6,Germany,15793478
40,70291.02,1,115468.84,Spain,15723950
42,166031.45,0,98293.14,Germany,15590327
29,0,0,18581.84,France,15738063
42,0,1,169921.11,France,15694566
55,76296.81,1,42364.75,Germany,15726103
42,64497.94,1,182436.81,Germany,15730044
38,0,0,115700.2,France,15795186
45,0,0,193412.05,Spain,15674254
45,0,1,184474.15,France,15649853
30,105443.68,0,121124.53,France,15610379
50,0,1,152567.75,Spain,15659800
35,86147.46,1,163440.8,Germany,15663933
60,116563.58,1,120257.7,France,15694556
41,136416.82,0,57844.26,France,15587835
43,92350.36,0,80262.91,France,15663917
37,98459.6,0,90821.66,Germany,15717231
47,114603.76,1,153194.32,Germany,15643188
51,148074.79,1,146411.41,Germany,15573628
36,0,1,74048.1,Spain,15698953
62,108004.64,1,23386.77,Spain,15753888
37,0,0,71738.56,Spain,15684419
27,127471.56,1,152916.05,France,15771270
26,156551.63,0,4410.77,France,15607786
49,97092.87,1,74771.22,Germany,15624519
32,0,1,193817.63,France,15799910
29,100315.1,0,32526.64,Germany,15617419
51,88827.53,1,85250.77,Spain,15570379
71,0,0,173599.38,Spain,15729574
49,0,1,79342.31,France,15737267
29,0,0,6770.44,France,15711921
45,0,1,172674.36,France,15569666
33,129142.54,0,26606.28,Germany,15681887
22,66483.32,0,110317.39,Spain,15782100
40,62389.03,1,148623.43,Germany,15765300
46,91857.66,1,101954.78,France,15608541
31,0,0,168462.26,Spain,15750671
56,0,1,26215.85,France,15813659
30,176173.52,1,97045.32,France,15757867
37,131834.76,0,8949.2,France,15723818
32,0,0,150803.44,France,15803840
53,123845.36,1,170454.93,France,15600392
46,0,0,55701.62,France,15663817
33,208165.53,1,50774.81,France,15709920
21,0,0,154279.87,Spain,15684248
40,0,1,68462.59,France,15643158
39,111525.02,0,199484.96,France,15585379
28,88963.31,0,189839.93,France,15718231
55,136576.02,1,3268.17,France,15772650
38,132271.12,0,46562.02,Germany,15706036
33,141816.25,1,64815.05,Germany,15691287
54,138547.97,1,70196.23,France,15804797
35,104356.38,0,94498.82,Germany,15669219
30,128065.12,0,121525.48,Spain,15645136
27,0,0,163113.41,France,15569759
29,153040.03,1,131363.57,France,15677317
45,142084.04,1,188305.85,Germany,15664270
46,66582.81,1,78753.12,Spain,15641934
38,102895.1,0,155665.76,France,15715414
47,198546.1,1,191198.92,France,15725665
39,0,0,191207.03,Spain,15698872
36,0,0,19231.98,France,15640648
44,105770.7,1,60533.96,France,15786196
48,0,1,137508.42,France,15612095
39,94435.45,0,189430.86,France,15674368
53,0,1,41371.68,France,15757559
43,127940.47,1,125140.72,Germany,15591036
36,129745.1,0,143683.75,Germany,15761241
46,141535.52,1,50595.15,Germany,15566988
47,139914.27,0,50390.98,France,15749300
41,120243.49,1,163150.03,France,15594340
22,67178.19,1,163534.75,Spain,15773723
41,0,1,169203.51,France,15791958
53,109172.88,1,54676.1,Germany,15695339
43,114091.38,0,159888.1,Germany,15715709
35,131504.73,0,189560.43,Germany,15680112
44,107926.02,1,17375.27,Germany,15714575
57,112281.6,1,140225.14,Germany,15806808
29,0,1,51907.72,Spain,15657535
39,132865.56,1,59636.43,France,15649024
38,129055.13,0,157147.59,Germany,15594928
48,120682.53,1,30635.52,France,15728917
42,144386.32,1,22497.1,Germany,15571193
35,137102.65,0,76870.81,Spain,15802220
28,112070.44,0,126281.83,France,15603743
49,108437.89,1,127022.87,Germany,15623499
38,0,1,52337.97,France,15807163
31,0,0,166720.28,Spain,15781710
41,0,0,126551.48,France,15640667
35,0,1,98031.53,Spain,15679738
35,0,0,56991.66,France,15809227
53,110240.04,1,183980.56,France,15601811
32,84378.9,0,75396.43,France,15682955
62,108716.59,0,74241.09,Germany,15745455
37,99546.25,1,25136.95,France,15658577
30,0,1,193880.6,France,15606887
22,0,0,101311.95,Spain,15802088
24,0,0,67445.85,Spain,15700937
45,123086.39,1,41042.4,Germany,15783007
26,0,0,67484.16,France,15654183
48,109472.47,1,157358.43,Spain,15747323
38,101985.81,0,43801.27,Germany,15738835
35,147900.43,0,140000.29,France,15781234
35,0,1,133570.43,Spain,15805690
33,83036.05,1,154990.58,France,15612139
27,125427.37,0,27654.44,Spain,15568834
50,142644.64,1,142208.5,Spain,15673439
44,23503.31,1,169862.01,France,15669011
39,0,0,155023.93,France,15579787
27,79144.34,0,50743.83,France,15687218
46,0,0,4654.28,Spain,15735358
46,0,0,36376.97,France,15734588
36,0,0,98810.78,France,15676433
52,98443.14,0,92033.98,Germany,15752857
47,0,1,6342.84,France,15773013
25,0,0,21215.67,France,15738627
56,110993.79,1,134396.64,Germany,15684868
39,157691.98,1,133600.89,Spain,15669253
47,105245.21,1,99922.08,Germany,15758023
23,0,0,18364.19,France,15680399
37,123067.63,1,98162.44,Germany,15674720
41,101457.14,0,79101.67,France,15698285
45,0,0,96862.56,France,15803908
24,110495.27,0,158615.41,France,15721019
42,0,1,162734.31,Spain,15725945
52,93590.47,1,21228.71,France,15813159
38,114141.64,1,60988.21,Germany,15603880
31,117153,0,108675.01,Germany,15619494
45,156353.46,1,72643.95,Germany,15596992
27,135637,1,153080.4,France,15730759
30,0,0,72196.57,France,15752912
43,141859.12,0,111249.62,Germany,15628963
41,157777.58,0,67484.6,Germany,15738884
47,107915.94,1,63452.18,Germany,15615050
52,137755.76,1,163191.99,Germany,15743498
30,137262.71,0,62905.29,France,15720463
32,0,1,44323.22,Spain,15588695
50,116309.01,1,185360.4,Germany,15750731
41,58820.32,0,138536.09,France,15761076
26,105099.45,1,184520,Germany,15710105
34,94682.56,0,138478.2,Germany,15654372
44,0,1,82969.61,France,15662488
73,146329.73,0,43615.67,France,15611644
40,0,0,141359.11,France,15636423
44,116967.68,1,5075.17,France,15577313
32,0,0,79082.62,Spain,15643359
35,0,0,3385.04,France,15672016
60,0,1,75246.21,France,15749401
34,125474.44,0,198929.84,France,15691874
33,145580.61,0,154598.56,Spain,15773071
51,0,1,173989.47,France,15720371
47,144900.58,1,61315.37,France,15717984
31,97588.6,0,124210.53,France,15785042
46,151709.33,0,180736.24,Spain,15617320
30,88594.14,0,196332.45,France,15806945
41,127205.32,1,93874.87,Germany,15625761
64,0,0,6076.62,France,15735080
33,0,0,91340.02,Spain,15637235
26,155143.52,1,135034.57,Germany,15627995
21,0,0,84008.66,France,15706128
58,170113,0,10494.64,Germany,15608109
41,0,1,79866.73,Spain,15801942
26,162482.76,0,18458.2,France,15644501
43,87612.64,1,107155.4,Germany,15656822
38,103653.51,0,137079.86,Germany,15604146
37,116880.53,1,172718.35,Germany,15813974
37,0,0,32246.63,Spain,15734892
48,178144.91,1,50168.41,Spain,15664339
37,0,1,178705.45,France,15703037
47,108289.28,1,45859.55,Germany,15609558
43,0,0,178393.68,France,15731781
29,95167.55,0,152723.23,France,15576304
54,152508.99,1,187597.98,Germany,15645200
31,51293.47,0,35534.68,Germany,15569654
33,198113.86,0,69664.35,France,15766458
29,85646.81,1,63233.02,France,15616221
34,0,0,80234.14,France,15729804
40,77641.99,1,189051.59,France,15714062
62,0,0,162889.1,Spain,15638231
47,0,0,95270.83,France,15726634
33,101952.97,0,178153.65,France,15716926
45,164649.52,1,49915.52,France,15603554
39,0,0,18613.52,France,15616122
46,123571.77,1,57014.17,Germany,15792305
42,90248.79,0,79169.73,Germany,15733138
48,106396.48,1,150661.42,Germany,15729238
47,104887.43,1,86622.56,Germany,15718242
38,99844.68,0,187915.7,France,15719649
27,152283.39,0,183271.15,France,15626507
20,0,0,119759.24,Spain,15725302
40,150578,1,34670.62,France,15771442
47,0,0,171774.5,France,15672185
32,96709.07,0,41788.37,Germany,15687492
34,106011.59,1,17376.57,Germany,15675337
55,111362.76,1,16922.28,Germany,15589017
37,39344.83,1,178291.89,France,15611186
32,112536.57,0,34350.54,France,15672826
44,63562.02,1,52629.73,France,15650026
44,100368.63,0,35342.33,Germany,15708610
48,114169.16,1,173273.2,Germany,15689328
45,47884.92,0,54340.24,France,15582154
49,202904.64,1,17298.72,France,15620756
46,0,1,115779.48,France,15611331
43,161807.18,1,93228.86,Spain,15576935
52,110791.97,1,148704.77,Germany,15661275
54,108755,1,40914.32,Germany,15768471
55,117294.12,1,94187.47,Spain,15608338
26,102251.14,0,145900.89,Germany,15578546
33,0,1,121189.3,France,15623219
40,160272.27,0,49656.24,France,15568562
63,114552.6,1,73856.28,Spain,15773276
33,137853,0,90273.85,France,15713673
50,140292.58,1,69531.22,Spain,15621550
34,0,0,3756.23,France,15799480
52,0,1,144045.08,France,15755241
41,123475.04,0,179227.52,France,15668235
49,137455.99,1,184178.29,Germany,15591169
38,0,0,9551.49,France,15653455
52,97720.35,1,175070.94,Germany,15766427
28,152812.58,0,166682.57,Germany,15648136
41,76319.64,1,141175.18,France,15790810
67,125919.35,1,175910.95,Spain,15687421
37,124348.38,0,176984.34,France,15765643
57,148384.64,1,155047.11,Germany,15686835
32,133476.09,0,154843.4,Spain,15673599
28,0,1,31165.06,Spain,15746012
59,108585.35,1,192127.22,Germany,15615797
41,109508.68,0,86776.38,Spain,15629545
35,90413.12,0,20555.21,France,15793046
35,121520.36,0,77178.42,Germany,15781534
37,0,0,149418.41,Spain,15659064
55,0,1,91943.94,Spain,15793455
41,0,0,128892.36,France,15579777
50,121399.98,1,84508.44,Germany,15814468
31,125927.51,0,147661.47,Spain,15707505
38,0,0,14379.01,France,15646632
42,0,1,189016.24,Spain,15566312
43,0,0,78488.39,France,15776743
45,152367.21,1,150835.21,Germany,15739972
39,130969.77,0,158891.79,Germany,15661591
28,128396.33,0,79919.97,Spain,15663421
48,118207.69,1,186489.14,Spain,15576196
52,136298.65,1,144593.3,Spain,15693764
47,125724.95,0,63236.97,France,15791111
64,0,1,136079.64,Spain,15708534
46,95872.86,1,98273.01,France,15640686
33,0,1,113505.93,France,15588904
37,0,1,52525.15,France,15768763
35,123407.69,1,152541.89,Germany,15642162
31,0,0,175697.87,France,15812073
40,0,1,131283.6,Spain,15584090
44,138076.47,1,15523.09,Germany,15582033
28,96381.68,0,181419.29,Spain,15701352
44,133776.86,0,49865.04,Germany,15602812
48,163630.76,1,41816.49,Germany,15738501
30,0,0,179066.58,Spain,15585907
55,98710.89,1,83617.17,Germany,15736126
49,0,1,84863.85,Spain,15745399
30,168078.83,1,85028.36,Germany,15657829
44,107726.93,0,153064.87,Spain,15738497
53,98268.84,1,45038.29,Germany,15598982
26,130428.78,0,173365.89,France,15789379
47,137138.2,0,53784.22,Germany,15718039
43,0,1,113079.19,France,15782608
39,124586.93,1,93132.61,Germany,15577423
33,137657.25,0,171657.57,Germany,15699335
33,80002.33,0,104079.62,Germany,15723216
37,138207.08,1,60778.11,Spain,15583371
47,148636.21,1,16119.96,France,15772559
37,95900.04,0,38196.24,Germany,15731412
37,124140.57,0,92826.35,Spain,15600510
45,116546.59,1,23140.28,Germany,15625706
43,0,0,126933.73,Spain,15677243
31,0,0,195209.4,France,15755978
29,0,0,156153.27,France,15688395
33,115761.51,1,112350.21,Germany,15591512
32,139626.01,1,118235.52,Germany,15763683
31,0,1,183051.6,France,15641782
35,115576.44,0,27922.45,France,15677184
34,148962.46,1,66389.43,Germany,15588419
41,80542.81,1,88729.22,Germany,15566030
40,0,0,173321.65,France,15701412
49,0,1,149946.43,Spain,15704160
24,114948.76,0,135768.25,France,15693704
44,0,0,196582.19,Spain,15668629
44,0,0,26257.01,France,15598097
35,82453.96,0,18254.75,Germany,15643121
39,83348.89,1,7953.62,Germany,15640852
44,96553.52,1,143952.24,Germany,15789313
50,201009.64,1,158032.5,France,15793688
43,153313.67,0,170563.73,France,15625964
32,0,0,168779.47,France,15773242
48,131326.47,1,1140.02,Germany,15761053
56,128472.8,1,186476.91,Spain,15702095
42,84445.68,1,60021.34,Germany,15700801
46,62400.48,1,132498.39,Spain,15643916
50,143054.56,1,109608.81,France,15720636
24,133628.09,0,98570.01,France,15795429
32,0,0,10674.62,Spain,15775797
49,82940.25,1,62413.01,Spain,15795275
50,112650.89,1,166386.22,Germany,15571869
41,0,0,133086.45,France,15694143
35,163700.78,1,29583.48,Germany,15743293
27,101352.78,0,30252.3,Spain,15696506
67,0,0,93081.87,France,15732299
37,115895.42,0,48486.25,France,15756743
34,165363.31,1,25744.13,France,15604093
45,0,1,46807.62,France,15749328
33,71843.15,0,26772.04,Germany,15656322
45,104118.5,0,174032,France,15716218
38,109346.13,0,102665.92,France,15627848
39,109698.41,1,88391.29,Germany,15617331
34,127758.09,0,143357.03,Germany,15636407
50,102645.48,1,168359.98,Germany,15607526
51,87779.83,1,36687.11,Germany,15612207
32,0,0,9902.39,France,15719778
48,168286.58,1,16645.77,Germany,15650538
44,86102.27,1,180134.88,France,15797475
47,126597.89,1,38798.79,Germany,15737104
54,187997.15,1,111442.71,Spain,15593425
54,172192.49,0,136902.01,Germany,15776725
38,133105.47,1,105732.9,Germany,15604706
46,0,1,73489.15,France,15747534
21,0,0,110114.19,France,15574237
55,115796.7,1,160526.36,Germany,15651883
37,164858.18,0,173516.71,France,15808905
30,126663.51,0,162267.91,Germany,15673074
71,140273.47,1,193135.25,Germany,15598744
23,123943.18,0,159553.27,Germany,15584229
28,0,0,48382.4,Spain,15693817
33,0,0,186785.01,France,15645904
40,0,1,57817.84,France,15808544
22,82559.42,1,163112.9,France,15654531
49,128663.9,1,65769.3,France,15739578
36,79951.9,1,174123.16,France,15697360
51,132508.3,1,161304.68,Germany,15655213
47,94722.88,0,61450.96,France,15801188
40,138033.55,0,67972.45,France,15576000
64,139663.37,0,100995.11,France,15615938
33,0,0,63176.77,Spain,15744046
36,0,0,161428.25,France,15751297
50,104129.24,1,181794.86,France,15710365
46,135369.71,0,140130.22,France,15811036
41,0,1,143585.29,France,15746199
57,0,0,72402,Spain,15584967
31,0,0,35593.18,Spain,15779915
42,0,1,58268.2,Spain,15729110
24,0,0,119927.81,France,15792679
36,141952.07,0,185144.08,France,15815615
33,124213.36,0,62627.55,Germany,15567893
26,120923.52,0,78854.57,France,15731751
38,0,0,103305.01,France,15714380
35,132371.3,0,186123.57,Germany,15795640
31,0,1,147963.07,France,15777873
29,0,0,143301.49,France,15765258
42,0,0,72500.68,France,15667632
34,0,0,161971.42,France,15793671
56,142147.32,1,39488.04,France,15797900
35,0,0,184514.01,Spain,15660403
52,0,0,123242.11,Spain,15594556
60,69365.25,0,10288.24,France,15588450
57,0,1,6554.97,France,15746333
22,154377.3,0,51721.52,France,15814267
39,138106.75,0,19596.73,France,15677087
48,0,0,55362.45,France,15587299
39,108935.39,0,101168.3,Spain,15681115
37,109908.06,1,115037.67,Germany,15792668
49,142946.18,1,187280.51,Germany,15583863
45,104339.11,1,183540.22,Germany,15681878
39,105103.33,1,104721.5,Germany,15735909
34,0,0,65219.85,France,15653448
66,127120.62,1,118929.64,Germany,15587647
43,0,0,170347.1,France,15724838
46,0,1,131553.82,France,15666711
29,151012.55,0,9770.97,Spain,15805676
58,216109.88,1,74176.71,Spain,15586674
26,0,0,98463.99,France,15647207
41,0,1,139844.04,France,15756625
50,0,1,144366.83,Spain,15633213
36,0,1,19605.18,France,15610416
33,138335.96,0,80483.76,Germany,15715208
50,92895.56,1,154344,Germany,15619608
37,0,0,98029.58,France,15718588
55,0,1,60810.64,France,15723318
37,132446.08,1,87071.18,France,15717328
57,92053,1,164064.44,France,15771299
40,147171.2,0,69850.04,Germany,15618816
51,138214.5,1,198715.27,Germany,15616213
30,0,0,115611.97,France,15611287
31,122647.32,0,61666.87,France,15637646
42,0,1,111097.39,France,15690546
53,121389.78,1,48201.64,France,15735636
38,123906.55,0,135096.78,Spain,15605424
39,117103.26,1,85937.52,France,15659567
41,0,0,88279.6,France,15586557
37,0,0,187758.5,France,15645839
33,129335.65,1,56585.2,Germany,15593510
42,0,0,113868.4,Spain,15594039
39,0,0,86767.48,France,15652700
48,0,1,85240.61,France,15569432
48,0,1,160529.71,France,15751455
43,0,0,102806.6,Spain,15800583
38,119272.29,1,195896.59,France,15587066
37,0,0,126722.57,France,15693752
55,106415.57,1,122960.98,France,15657809
32,127772.1,0,152643.48,Germany,15570912
37,118050.79,0,52301.15,Germany,15800268
34,161572.24,0,191076.22,Spain,15776096
50,126608.37,1,645.61,Germany,15611669
25,0,0,126761.2,France,15713094
38,162888.73,1,91098.76,France,15692575
35,0,0,67508.01,France,15743149
43,0,1,12156.93,Spain,15776947
44,0,1,62370.67,France,15594515
30,0,0,18826.34,France,15787884
30,115479.48,0,134732.99,Germany,15720134
63,148843.56,1,69414.13,Germany,15605059
50,162702.35,1,150548.5,France,15662243
56,129255.2,1,142492.04,France,15593128
29,102787.42,0,55972.56,France,15685019
39,120145.96,1,59497.01,France,15704209
24,159203.71,1,102517.83,Spain,15708265
38,0,0,88827.67,France,15740264
49,0,1,184474.72,France,15760216
34,162691.16,0,94912.78,Germany,15806134
52,139493.25,1,150093.32,Germany,15696989
21,87096.82,0,168186.11,Germany,15688498
42,0,0,128745.69,Spain,15591344
30,90727.79,0,122268.75,France,15685826
33,148163.57,0,122925.4,France,15601627
33,65667.79,0,164608.98,France,15634628
37,0,1,7312.25,France,15738715
41,127087.06,1,102402.91,France,15737814
34,125566.9,0,176763.27,France,15670889
52,106074.89,1,23548.45,Germany,15629299
45,114422.85,1,104678.78,Germany,15785654
48,133903.12,1,85902.39,Germany,15797381
