Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
M,22,,Low,Working,,Rural,74012.11,328.84,N,Y,2,728.54,0,Unpossessed,270,,2,Rural,1,105354.92,48107.87
M,23,2253.39,Low,Commercial associate,Sales staff,Urban,149959.64,542.77,N,Y,2,797.06,0,Unpossessed,706,2253.39,2,Urban,1,249150.25,104971.75
M,29,1673.6,Low,Working,Laborers,Rural,36142.92,391.26,Y,N,3,,0,Inactive,375,1673.6,4,Urban,1,39889.73,23492.9
F,24,894.07,Low,Working,Laborers,Semi-Urban,43233.69,178.71,N,N,1,750.8,0,,803,894.07,1,Rural,0,74539.95,0
M,61,,Low,Working,Laborers,Semi-Urban,33082.88,279.09,N,N,1,633.99,0,Active,924,,4,Rural,1,47174.52,0
M,18,2474.56,Low,State servant,Medicine staff,Semi-Urban,28632.46,155.86,Y,Y,2,808.02,0,Inactive,479,2474.56,4,Semi-Urban,1,48701.23,22905.97
F,18,4409.77,Low,Working,,Semi-Urban,23255.32,268.27,N,N,1,707.89,0,Active,298,4409.77,1,Semi-Urban,1,35017.31,15115.96
F,18,943.5,Low,Working,,Rural,18602.25,102.43,N,Y,2,728.19,0,Unpossessed,744,943.5,4,Semi-Urban,1,25021.2,12091.46
F,18,3740.85,Low,Working,Laborers,Semi-Urban,99914.45,417.53,Y,Y,3,621.29,1,Active,698,3740.85,4,Urban,1,185294.08,0
F,27,1539.4,Low,Commercial associate,Managers,Semi-Urban,53894.4,255.02,Y,Y,1,786.14,0,Active,107,1539.4,3,Urban,1,79771.8,40420.8
F,31,2507.92,Low,Commercial associate,Managers,Rural,107778.33,319.35,Y,Y,2,782.73,1,Active,520,2507.92,2,Semi-Urban,1,151952.78,86222.66
F,61,905.26,High,Pensioner,,Semi-Urban,21501.85,178.61,N,Y,1,840.79,0,Inactive,906,905.26,2,Urban,0,25090.6,15051.29
M,32,3925.8,Low,Working,Realty agents,Semi-Urban,155643.79,457.76,Y,Y,2,685.11,0,Active,344,3925.8,3,Rural,-999,264041.27,108950.65
F,51,4678.35,Low,Commercial associate,,Urban,66072.17,516.37,Y,Y,2,763.17,1,Active,649,4678.35,2,Semi-Urban,1,99321.02,49554.13
M,35,1602.79,Low,Working,Drivers,Rural,27967.13,127.77,Y,Y,2,615.86,0,Unpossessed,470,1602.79,3,Rural,1,44547.6,0
M,18,1688.89,Low,Commercial associate,Sales staff,Semi-Urban,102171.28,315.04,Y,Y,2,782.21,0,Inactive,982,1688.89,1,Semi-Urban,0,161268.5,0
M,29,3227.26,Low,Working,High skill tech staff,Rural,20399.21,214.47,N,Y,1,723.04,0,Active,245,3227.26,3,Semi-Urban,0,31757.79,0
F,37,976.13,Low,Working,Core staff,Rural,61051.71,296.02,N,Y,3,785.82,0,,341,976.13,1,Urban,1,105492.39,0
F,19,,Low,Commercial associate,,Semi-Urban,36252.11,256.35,N,N,3,,1,Active,642,,2,Rural,1,65664.29,23563.87
F,65,2084.98,High,Pensioner,,Urban,62645.04,521.49,N,Y,,751.07,0,Active,367,2084.98,2,Semi-Urban,0,-999,43851.53
M,65,848.04,High,Pensioner,,Semi-Urban,53269.67,185.55,N,N,2,813.96,0,Active,801,848.04,2,Rural,0,94151.98,42615.74
F,32,,Low,Commercial associate,Sales staff,Semi-Urban,110504.43,437.2,Y,Y,2,625.34,0,Inactive,554,,1,Rural,1,150872.43,0
M,62,3226.38,Low,State servant,,Semi-Urban,131096.81,431.79,Y,N,3,794.71,1,Active,847,3226.38,1,Semi-Urban,1,208576.09,104877.45
M,20,2724.15,Low,Commercial associate,,Urban,154027.82,445.72,Y,Y,1,759.44,0,Inactive,240,2724.15,2,Rural,1,231940.53,123222.26
M,18,1647.58,Low,Working,Cooking staff,Rural,37085.72,188.43,N,Y,1,727.9,0,Active,477,1647.58,2,Rural,1,46652.35,24105.72
M,64,2561.94,High,Pensioner,,Semi-Urban,121931.05,366.59,N,N,2,820.3,1,Inactive,26,2561.94,2,Rural,1,219150.61,91448.29
F,60,3681.54,,Commercial associate,Drivers,Semi-Urban,175646.68,501.71,Y,N,1,738.51,1,Inactive,528,3681.54,3,Urban,1,200240.98,114170.34
F,49,3346.85,,Working,Drivers,Semi-Urban,53469.54,465.57,Y,N,2,637.19,1,Unpossessed,962,3346.85,4,Semi-Urban,1,78600.43,0
F,26,2426.59,Low,Working,Managers,Rural,136306.33,598.89,N,Y,4,683.37,0,Inactive,115,2426.59,3,Urban,1,180408.71,88599.11
M,56,,Low,Working,Sales staff,Rural,42441.98,286.43,N,N,1,669.38,0,Unpossessed,458,,1,Urban,1,79163.2,27587.29
M,23,2723.61,Low,Commercial associate,Managers,Urban,118843.03,382.6,Y,Y,3,869.95,1,Inactive,343,2723.61,1,Semi-Urban,1,217237.18,83190.12
M,47,2230.09,Low,Commercial associate,High skill tech staff,Urban,22263.67,238.89,N,N,2,692.11,0,Inactive,977,2230.09,3,Rural,0,35347.83,0
F,19,,Low,Working,Laborers,Semi-Urban,23988.2,284.66,N,Y,2,715.6,0,Active,104,,4,Urban,1,42873.65,15592.33
F,39,2940.01,Low,Working,,Semi-Urban,172853.11,807.96,Y,Y,5,684.17,0,Unpossessed,95,2940.01,2,Rural,1,206095.86,112354.52
F,29,2406.51,Low,Working,Sales staff,Semi-Urban,73524.96,549.05,N,Y,3,705.15,0,Unpossessed,375,2406.51,4,Urban,1,137583.31,51467.47
F,45,1694.75,Low,Working,Sales staff,Semi-Urban,172064.05,806.03,N,Y,2,770.81,0,Active,207,1694.75,4,Semi-Urban,1,229349.63,120444.83
M,48,1684.29,Low,Commercial associate,Laborers,Rural,25747.8,298.09,Y,N,1,,0,Active,422,1684.29,2,Rural,1,41755.02,16736.07
M,65,1022.76,High,Pensioner,,Semi-Urban,24935,162.46,N,Y,3,832.37,1,Active,62,1022.76,2,Urban,1,37970.52,18701.25
M,56,1513.6,Low,Working,Laborers,Semi-Urban,162378.33,448.23,Y,Y,2,846.37,0,Active,52,1513.6,2,Rural,1,224875.54,121783.75
M,48,2679.89,Low,Working,,Semi-Urban,37459.21,207.47,Y,N,,813.69,0,Inactive,388,2679.89,3,Rural,1,45047.77,26221.45
F,46,1941.17,Low,Working,Managers,Rural,158606.08,536.74,N,Y,2,817.04,0,Unpossessed,967,1941.17,3,Urban,1,212595.52,118954.56
F,65,1020.38,High,Pensioner,,Semi-Urban,37350.85,138.59,N,Y,2,851.82,0,Inactive,224,1020.38,3,Semi-Urban,1,53366.51,28013.14
M,23,2038.34,,Working,Private service staff,Semi-Urban,124037.88,,Y,Y,,740.82,1,Active,981,2038.34,4,Semi-Urban,1,196116.38,80624.62
M,37,2335.5,Low,Commercial associate,Laborers,Semi-Urban,160936.19,487.61,N,Y,2,742.63,0,Inactive,91,2335.5,3,Urban,1,299605.51,112655.33
M,18,4873.44,Low,Working,Managers,Rural,70390.25,870.51,Y,Y,3,705.91,0,Active,124,4873.44,3,Rural,0,82490.83,0
F,42,11308.31,Low,Working,Managers,Rural,256916.01,1417.54,Y,Y,1,865.02,0,Unpossessed,110,11308.31,2,Semi-Urban,0,366310.12,205532.81
M,33,1852.4,Low,Commercial associate,Sales staff,Semi-Urban,221106.55,792,Y,N,2,836.25,0,Inactive,51,1852.4,2,Rural,1,399936.62,165829.91
F,18,2074.59,Low,Working,Sales staff,Urban,40502.3,412.08,N,Y,1,799.9,1,Unpossessed,55,2074.59,1,Rural,1,64196.39,30376.72
M,20,1334.05,Low,Working,Laborers,Semi-Urban,47085.33,218.22,N,N,2,724.76,0,Unpossessed,395,1334.05,4,Rural,1,87798,32959.73
F,18,1242.99,Low,Working,Medicine staff,Semi-Urban,34833.97,162.27,N,Y,4,818.15,0,Active,505,1242.99,1,Semi-Urban,1,53309.54,24383.78
F,48,10474.05,Low,Commercial associate,High skill tech staff,Urban,133472,433.76,Y,N,3,789.84,0,,965,10474.05,1,Semi-Urban,1,212100.13,100104
M,38,2312.77,Low,Working,Laborers,Rural,48734.6,391.64,Y,Y,,787.25,0,Unpossessed,608,2312.77,2,Rural,1,83147.89,36550.95
F,35,,Low,Working,Laborers,Rural,48875.44,235.6,N,N,1,780.51,1,Active,496,,1,Rural,1,74446.21,34212.81
M,63,1620.84,High,Pensioner,,Semi-Urban,77011.24,281.12,N,Y,1,880.05,0,Unpossessed,851,1620.84,3,Rural,1,89988.76,61608.99
M,49,2455.68,Low,Commercial associate,,Semi-Urban,57675.51,306.63,N,Y,,784.61,0,Active,706,2455.68,2,Urban,1,104979.33,43256.63
M,18,1987.02,Low,Working,Drivers,Rural,43853.07,222.22,Y,Y,3,682.46,0,Active,852,1987.02,1,Urban,1,67353.99,28504.5
M,63,3540.16,Low,Working,Laborers,Semi-Urban,100895.2,338.19,Y,Y,2,694.9,0,Unpossessed,410,,2,Semi-Urban,1,138844.83,65581.88
F,60,1645.51,Low,Commercial associate,,Semi-Urban,59463.39,291.67,N,Y,3,684.7,1,Unpossessed,964,1645.51,3,Rural,0,81828.53,0
F,26,1331.35,Low,Working,Managers,Semi-Urban,51782.97,243.14,Y,Y,3,767.5,0,Inactive,36,1331.35,2,Semi-Urban,1,86601.95,41426.38
M,42,5181.55,,Working,Managers,Urban,272659.96,662.23,N,N,2,727.72,0,Unpossessed,435,5181.55,2,Rural,1,384716.38,177228.97
F,46,986.11,Low,Working,Laborers,Semi-Urban,28140.21,155.17,N,Y,2,640.69,0,Unpossessed,622,986.11,3,Semi-Urban,1,51920.68,0
F,20,961.3,Low,State servant,Core staff,Semi-Urban,26399.16,-999,N,N,2,622.33,0,Inactive,982,961.3,1,Semi-Urban,0,48239.44,-999
F,56,,Low,State servant,Cooking staff,Semi-Urban,74600.27,354.7,N,N,1,738.84,0,Inactive,147,,2,Rural,1,89234.53,48490.18
M,27,1279.7,Low,Working,,Semi-Urban,32811.27,376.2,N,N,4,629.27,1,Unpossessed,713,1279.7,1,Rural,0,54982.91,0
F,24,2193.01,Low,Working,Laborers,Urban,42500.93,196.47,Y,Y,2,744.22,0,Unpossessed,230,2193.01,1,Rural,1,75359.31,0
F,22,2893.64,Low,Working,High skill tech staff,Urban,33262.9,170.96,N,Y,2,773.76,0,Active,533,2893.64,1,Rural,1,52377.7,24947.18
M,38,1560.35,Low,Working,Laborers,Semi-Urban,47333.12,214.32,Y,N,3,606.05,1,Inactive,604,1560.35,1,Semi-Urban,1,52851.79,0
M,40,2769.17,Low,State servant,Medicine staff,Semi-Urban,38864.22,395.66,Y,Y,5,705.88,1,Active,517,2769.17,4,Semi-Urban,1,70475.78,0
F,64,2230.38,Low,Working,Accountants,Semi-Urban,146403.25,451.18,Y,Y,3,694.04,0,Inactive,193,2230.38,1,Urban,1,225148.75,102482.28
F,60,1290.25,Low,Working,Core staff,Semi-Urban,129977.79,359.96,N,Y,1,700.25,0,Active,498,1290.25,2,Semi-Urban,1,210818.89,90984.45
M,32,,,Working,Waiters/barmen staff,Semi-Urban,154959.48,432,N,Y,5,760.82,0,Active,536,,4,Semi-Urban,1,286223.42,123967.58
F,18,1638.6,Low,Working,Sales staff,Semi-Urban,40155.29,407.42,N,Y,2,680.07,0,Active,26,1638.6,2,Rural,1,45460.55,28108.7
M,41,3716.91,Low,Commercial associate,HR staff,Semi-Urban,192120.47,677.24,N,N,2,833.18,0,Inactive,92,3716.91,4,Rural,1,272779.1,134484.33
M,35,2374.73,Low,Working,High skill tech staff,Semi-Urban,32573.41,398.78,N,N,4,791.79,0,Unpossessed,529,2374.73,4,Urban,0,59387.4,0
M,50,,,Working,Core staff,Semi-Urban,24651.31,109.01,N,N,3,789.8,0,Inactive,512,,2,Semi-Urban,1,44233.39,18488.48
F,35,2044.31,Low,Working,Core staff,Semi-Urban,116408.22,374.02,Y,Y,,826.35,0,Unpossessed,963,2044.31,1,Rural,1,163432.32,81485.75
M,54,1723.95,Low,Working,Low-skill Laborers,Rural,94514.57,508.56,N,Y,2,748.63,0,Unpossessed,646,1723.95,4,Semi-Urban,1,159727.15,0
M,65,1929.19,High,Pensioner,,Rural,64178.51,718.04,N,N,2,819.5,0,Active,186,1929.19,4,Urban,0,78126.47,44924.96
F,55,1014.31,Low,Working,Security staff,Semi-Urban,23556.55,233.65,Y,N,1,740.32,0,Active,199,1014.31,2,Rural,1,38951.49,15311.76
M,18,3333.41,Low,Working,Sales staff,Semi-Urban,69442.79,384.81,N,Y,3,763.71,0,Unpossessed,154,3333.41,1,Rural,1,85946.74,0
F,41,1758.27,Low,Working,Laborers,Semi-Urban,19525.61,101,N,Y,4,688.53,0,Unpossessed,735,1758.27,2,Semi-Urban,1,35975.24,12691.65
M,47,1999.45,Low,Working,Laborers,Semi-Urban,100630.77,405.38,N,Y,2,864.55,0,Active,334,1999.45,1,Semi-Urban,1,145828.28,75473.08
M,61,1664.52,Low,Working,Core staff,Semi-Urban,72448.95,398.88,N,Y,2,781.51,0,Active,500,1664.52,4,Urban,1,113464.01,54336.71
F,27,,Low,Working,Laborers,Semi-Urban,112915.7,435.77,N,Y,,766.03,0,Active,929,,1,Urban,1,194520.77,84686.78
M,59,2452.56,Low,Commercial associate,High skill tech staff,Semi-Urban,211662.4,803.05,N,N,2,752.02,0,,147,2452.56,2,Rural,1,324836.28,0
M,25,1709.85,Low,State servant,Managers,Semi-Urban,34681.78,236.52,N,N,,707.83,0,Inactive,802,1709.85,4,Rural,1,53366.72,24277.25
F,58,2053.14,Low,Working,Sales staff,Semi-Urban,31109.07,313.89,N,Y,3,687.07,1,Active,862,2053.14,3,Rural,1,51354.96,20220.9
F,18,1753.68,Low,Commercial associate,Laborers,Semi-Urban,54625.65,286.62,N,N,2,627.68,0,Active,147,1753.68,2,Rural,1,71966.5,0
M,32,2935.57,Low,State servant,Core staff,Semi-Urban,160867.7,855.91,N,Y,2,795.93,1,Active,712,2935.57,3,Semi-Urban,0,224778,0
F,63,2048.07,Low,Working,Sales staff,Semi-Urban,173590.86,470,N,N,2,637.05,0,Active,146,2048.07,2,Semi-Urban,0,246898.57,0
M,38,4889.45,Low,Commercial associate,,Urban,306408.59,873.2,Y,N,2,793.31,0,,189,4889.45,3,Urban,1,535857.3,245126.87
M,34,5483.06,Low,Commercial associate,Managers,Semi-Urban,274054.07,678.59,N,Y,2,869.06,1,,972,5483.06,3,Rural,0,454878.82,232945.96
M,50,1073.07,Low,Working,Sales staff,Semi-Urban,68175.99,334.96,N,N,1,737.72,0,Unpossessed,614,1073.07,4,Semi-Urban,0,98200.05,0
M,65,1308.79,High,Pensioner,,Semi-Urban,200275.46,527.44,N,N,2,723.94,0,Active,199,1308.79,2,Rural,0,252297.71,0
M,65,2178.6,High,Pensioner,,Semi-Urban,91522.31,389.05,N,Y,2,809.27,1,Inactive,342,2178.6,1,Urban,1,159579.41,73217.85
M,55,2012.15,Low,Working,Cooking staff,Semi-Urban,116370.55,475.97,Y,Y,5,727.45,0,Unpossessed,133,2012.15,2,Semi-Urban,1,179632.4,81459.38
M,53,3146.3,Low,Commercial associate,Laborers,Semi-Urban,27881.47,326.37,N,Y,2,804.81,1,Inactive,464,3146.3,3,Urban,1,51199.17,19517.03
F,42,4845.17,Low,Working,Managers,Semi-Urban,96917.08,475.09,N,Y,3,815.93,0,Active,650,4845.17,2,Semi-Urban,1,163703.49,77533.66
F,46,2597.05,Low,Commercial associate,Managers,Urban,20679.98,91.29,N,Y,2,821.43,0,,754,2597.05,4,Semi-Urban,1,37590.99,14475.99
M,64,1331.16,High,Pensioner,,Semi-Urban,76000.14,229.66,N,N,1,,0,Unpossessed,824,1331.16,1,Urban,1,144088.54,60800.11
F,28,1700.35,Low,Working,Security staff,Urban,101066.94,370.07,Y,Y,2,737.69,0,Inactive,906,1700.35,2,Urban,1,144283.93,70746.86
M,38,2236.24,Low,Commercial associate,Drivers,Semi-Urban,21014.64,235.86,Y,Y,2,632.22,0,Active,5,2236.24,1,Semi-Urban,1,29001.2,0
M,18,1144.05,Low,Working,Core staff,Semi-Urban,117847.17,381.05,N,N,2,815.14,0,Unpossessed,401,1144.05,1,Urban,1,221725.37,88385.38
M,45,1812.73,Low,Working,Laborers,Semi-Urban,162058.05,426.14,N,Y,2,765.58,0,Inactive,396,1812.73,2,Semi-Urban,1,228070.81,121543.54
M,29,,Low,Working,,Semi-Urban,75777.02,396.85,Y,Y,5,705.21,0,Inactive,193,,1,Urban,1,108401.29,49255.06
F,49,3455.98,Low,State servant,Core staff,Urban,31588.27,140.92,Y,N,4,752.51,1,Inactive,195,3455.98,1,Rural,1,52724.87,22111.79
F,60,3803.83,Low,Working,,Semi-Urban,54391.06,519.72,Y,Y,2,842.64,0,Active,566,3803.83,4,Urban,1,91437.41,43512.85
M,28,959.98,Low,Commercial associate,Laborers,Semi-Urban,19428.3,100.43,N,N,3,677.47,0,Active,623,959.98,2,Rural,0,34213.37,0
F,63,6908.02,High,Pensioner,,Urban,185124.93,-999,Y,Y,2,859.56,0,,791,6908.02,1,Rural,1,215815.51,129587.45
F,61,1521.37,Low,Working,Managers,Rural,194828.59,582.9,Y,N,3,770.4,0,Inactive,198,1521.37,3,Rural,1,283165.1,136380.01
M,63,2295.49,Low,Working,Laborers,Rural,35282.66,260.82,Y,Y,3,684.63,0,Inactive,118,2295.49,3,Semi-Urban,1,42975.95,24697.86
F,30,2745.71,Low,Commercial associate,Core staff,Rural,102059.27,613.75,Y,N,2,690.26,0,Unpossessed,620,2745.71,4,Rural,1,130834.58,71441.49
F,36,,Low,Working,Core staff,Semi-Urban,158932.13,845.15,N,Y,4,679.12,0,Inactive,316,,2,Rural,1,234282.73,103305.88
F,18,2659.17,Low,Working,Core staff,Semi-Urban,73464.62,467.59,N,Y,2,881.53,0,Unpossessed,604,2659.17,1,Semi-Urban,1,135794.1,55098.46
F,18,3702.75,Low,Working,Sales staff,Rural,80926.82,426.24,N,N,4,704.12,0,Active,903,3702.75,4,Semi-Urban,1,153005.17,52602.43
F,39,994.61,Low,Working,Laborers,Rural,10904.35,62.71,N,Y,4,789.91,0,Active,997,994.61,3,Semi-Urban,0,18331.15,0
F,32,3244.35,Low,Commercial associate,Core staff,Urban,18970.1,92.11,Y,Y,2,826.22,0,Active,976,3244.35,4,Rural,1,27816.32,0
M,42,,Low,Commercial associate,Core staff,Semi-Urban,112842.22,535.21,N,N,2,752.21,0,,646,,4,Semi-Urban,1,193776.19,84631.66
M,63,,Low,Commercial associate,Laborers,Semi-Urban,45943.39,-999,N,Y,2,686.71,0,Active,278,,4,Rural,1,80567.92,32160.37
M,33,2027.28,Low,Working,Sales staff,Semi-Urban,61972.18,469.96,N,Y,1,675.87,0,Inactive,184,2027.28,4,Rural,1,84131.63,40281.92
M,42,958.34,Low,Working,Laborers,Rural,26438.25,114.99,N,Y,1,742.57,1,Active,472,958.34,3,Rural,1,46297.84,-999
F,18,3334.34,Low,Working,Medicine staff,Rural,127848.95,379.35,N,Y,1,769.34,0,Inactive,933,3334.34,2,Rural,1,148859.21,0
F,54,,Low,Working,Private service staff,Semi-Urban,57831.39,547.65,N,Y,2,,0,Unpossessed,617,,4,Semi-Urban,0,72827.35,0
F,63,2327.5,Low,Working,High skill tech staff,Semi-Urban,31606.69,140.8,Y,Y,2,652.38,0,Unpossessed,577,2327.5,3,Semi-Urban,0,39917.74,0
M,18,,Low,Working,Realty agents,Semi-Urban,38405.66,191.24,N,Y,3,759.51,0,Unpossessed,28,,4,Urban,1,60678.08,28804.25
F,25,3355.06,Low,Commercial associate,Laborers,Rural,120714.45,422.22,Y,Y,4,652.8,0,Active,63,3355.06,1,Semi-Urban,1,172546.15,84500.12
F,18,8685.49,Low,Commercial associate,Drivers,Semi-Urban,177475.36,606.39,Y,Y,3,,0,Inactive,847,8685.49,1,Semi-Urban,1,256460.76,124232.75
F,64,3330.5,Low,Working,,Semi-Urban,39735.24,188.31,Y,Y,4,720.17,0,Unpossessed,332,3330.5,3,Semi-Urban,1,47006.64,27814.67
M,56,6365.13,Low,Commercial associate,,Urban,211294.12,652.5,Y,Y,2,820.05,1,Active,200,6365.13,1,Urban,1,274723.45,169035.3
F,18,5531.59,Low,Commercial associate,,Urban,90749.18,489.62,Y,Y,3,822.44,1,Inactive,33,5531.59,4,Semi-Urban,1,168218.43,63524.43
M,41,,Low,State servant,Core staff,Rural,117017.54,519.95,N,Y,2,825.85,0,Active,289,,3,Rural,1,174288.59,93614.03
M,60,3456.59,Low,Commercial associate,High skill tech staff,Rural,174368.91,501.01,N,N,2,854.67,1,Active,15,3456.59,3,Semi-Urban,1,307772.65,122058.24
M,30,1414.07,Low,Working,Laborers,Semi-Urban,23304.45,125.99,N,Y,2,805.53,0,Unpossessed,841,1414.07,2,Rural,1,26248.38,18643.56
M,40,2920.29,Low,Commercial associate,Sales staff,Semi-Urban,154902.72,586.24,Y,N,2,649.63,0,Active,683,2920.29,4,Rural,0,184585.32,0
F,34,,Low,Working,,Semi-Urban,29694.32,342.47,Y,Y,2,700.15,0,Inactive,184,,4,Rural,1,40624.64,19301.31
M,18,1874.23,Low,Commercial associate,Sales staff,Rural,109928.33,367.45,N,Y,2,771.63,0,Unpossessed,949,1874.23,2,Urban,1,153693.73,87942.66
M,24,2784.24,Low,State servant,Core staff,Rural,74933.8,377.54,N,Y,2,728.34,0,Inactive,641,2784.24,4,Rural,1,117137.47,52453.66
F,63,,Low,Commercial associate,Drivers,Semi-Urban,118030.13,324.75,Y,Y,4,777.59,0,Inactive,475,,2,Urban,1,220375.57,94424.1
F,18,2275.88,Low,Commercial associate,Security staff,Urban,71723.64,546.13,N,Y,2,709.08,0,Unpossessed,660,2275.88,4,Semi-Urban,1,91398.81,50206.55
M,50,995.44,Low,Working,Core staff,Semi-Urban,41989.56,194.72,N,Y,2,611.89,1,Active,672,995.44,2,Rural,1,77457.34,0
M,23,3228.37,Low,Working,Laborers,Semi-Urban,182763.86,686.84,Y,Y,2,660.07,0,Active,782,3228.37,3,Semi-Urban,1,310573.6,127934.7
M,65,672.66,High,Pensioner,,Rural,146258.83,460.77,N,N,2,823.55,0,Unpossessed,839,672.66,2,Rural,0,263572.2,117007.06
F,18,3168.36,Low,Working,Laborers,Semi-Urban,19603.48,161.45,N,Y,2,694.42,0,Unpossessed,600,3168.36,4,Semi-Urban,0,33026.63,0
M,54,4804.52,Low,Working,Managers,Semi-Urban,131029.98,671.41,N,Y,1,838.53,1,Unpossessed,101,4804.52,1,Urban,1,227958,104823.98
M,47,2473.29,Low,Working,,Semi-Urban,217051.9,648.55,Y,Y,2,777.42,0,Active,445,2473.29,3,Semi-Urban,1,354371.69,151936.33
F,63,2126.38,Low,Working,Sales staff,Rural,44464.49,339.57,N,Y,2,628.19,1,Inactive,452,2126.38,1,Semi-Urban,0,49377.45,0
F,57,3346.22,Low,Working,Low-skill Laborers,Urban,74361.56,392.93,Y,Y,2,695.45,0,Inactive,121,3346.22,3,Rural,1,137210.49,0
F,65,3139.87,High,Pensioner,,Semi-Urban,87486.38,354.98,Y,N,2,795.84,0,Active,530,3139.87,1,Urban,0,97519.77,61240.47
F,37,1440.4,Low,Working,Core staff,Semi-Urban,134629.8,422.66,Y,N,4,720.68,0,Inactive,853,1440.4,2,Urban,1,230427.19,94240.86
F,31,2120.01,Low,Commercial associate,Laborers,Semi-Urban,15718.6,136.85,Y,Y,,814.72,1,Inactive,678,2120.01,1,Semi-Urban,1,19592.75,-999
F,37,1468.91,Low,Commercial associate,Sales staff,Rural,147914.75,524.74,Y,Y,2,797.7,0,Active,317,1468.91,1,Rural,0,191946.44,0
F,18,2094.16,Low,Commercial associate,Sales staff,Semi-Urban,111441.23,397.4,N,Y,4,719.09,0,Inactive,291,2094.16,1,Urban,0,133215.55,0
M,42,2283.17,Low,Commercial associate,High skill tech staff,Semi-Urban,61571.26,373.95,Y,Y,2,796.3,0,Active,681,2283.17,4,Semi-Urban,0,96321.91,0
M,36,5436.9,Low,Commercial associate,Managers,Urban,295901.31,792.92,N,N,2,800.54,1,Active,547,5436.9,3,Urban,1,424851.96,236721.05
M,35,,Low,Working,High skill tech staff,Semi-Urban,214900.29,648.47,Y,Y,4,,0,Active,582,,3,Urban,-999,254462.81,139685.19
F,21,1359.33,Low,Working,Laborers,Semi-Urban,82689.81,451.45,N,Y,3,785.68,0,Unpossessed,43,1359.33,3,Semi-Urban,1,133602.44,57882.87
M,43,2383.07,Low,Working,Sales staff,Rural,89092.42,203.88,Y,Y,2,671.07,1,Unpossessed,753,2383.07,3,Rural,0,124152.86,0
M,18,2580.17,Low,Working,Laborers,Semi-Urban,83861.87,520.01,N,N,2,614.22,0,Active,61,2580.17,4,Semi-Urban,1,153664.91,0
F,47,1983.8,,Commercial associate,Security staff,Semi-Urban,49626.71,264.14,N,Y,3,766.75,0,Active,591,1983.8,2,Semi-Urban,1,65746.62,34738.7
F,18,2546.68,Low,State servant,Drivers,Rural,73880.91,448.79,Y,Y,2,713.11,0,Inactive,319,2546.68,1,Semi-Urban,1,105429.05,48022.59
F,60,3486.47,Low,Working,,Semi-Urban,178260.17,660.29,N,Y,2,746.58,1,Active,827,3486.47,3,Urban,1,232075.3,124782.12
M,64,1603.28,Low,Working,Laborers,Urban,81742.39,500.52,N,Y,2,810.1,0,Active,191,1603.28,2,Semi-Urban,1,135998.56,0
M,60,2109.98,Low,Working,,Semi-Urban,64058.77,256.1,Y,Y,2,812.63,0,Active,155,2109.98,4,Semi-Urban,1,103720.96,48044.08
M,34,2054.75,Low,State servant,,Semi-Urban,67006.95,349.98,N,Y,3,670,1,Active,642,2054.75,2,Rural,1,123902.81,43554.52
F,25,1640.88,Low,Working,Laborers,Semi-Urban,69681.73,380.18,N,Y,2,752.48,0,Inactive,611,1640.88,1,Semi-Urban,1,79914.55,55745.38
M,63,1136.78,Low,Working,High skill tech staff,Semi-Urban,58861.56,306.44,Y,Y,5,712.29,0,Unpossessed,708,1136.78,1,Semi-Urban,1,99140.51,41203.09
M,61,1825.88,Low,State servant,Managers,Urban,225327.18,711.64,Y,Y,2,781.28,0,Inactive,875,1825.88,2,Semi-Urban,0,425875.15,0
F,50,1022.12,Low,Working,,Semi-Urban,64066.38,294.88,N,Y,2,662.73,0,Active,520,1022.12,2,Semi-Urban,0,75947.33,0
M,18,,Low,Working,Laborers,Rural,19450.36,127.64,N,Y,3,685.34,0,Inactive,950,,2,Urban,1,21672.32,13615.25
M,36,2381.8,Low,Commercial associate,Cooking staff,Semi-Urban,83522.66,525.78,N,N,2,688.74,0,Inactive,647,2381.8,3,Semi-Urban,1,111869.65,54289.73
F,25,3415.08,Low,Commercial associate,Private service staff,Urban,311170.54,828.67,N,Y,3,,0,Unpossessed,33,3415.08,4,Semi-Urban,1,459129.19,217819.38
M,63,1168.48,High,Pensioner,,Semi-Urban,42463.1,192.26,N,N,1,816.71,0,,392,1168.48,1,Semi-Urban,0,61614.81,29724.17
M,62,,Low,Commercial associate,Accountants,Semi-Urban,116791.48,343.89,Y,Y,2,804.27,0,Inactive,707,,3,Semi-Urban,1,186657.71,93433.18
F,29,,Low,Working,Drivers,Semi-Urban,31037.18,275.68,Y,Y,1,748.88,0,Active,729,,1,Semi-Urban,1,36030.9,20174.17
M,51,3045.54,Low,Working,Sales staff,Semi-Urban,58092.88,295.66,N,Y,2,844.92,0,Active,331,3045.54,2,Urban,1,104424.24,46474.3
F,42,1763.43,Low,Working,Accountants,Semi-Urban,18276.12,99.94,N,Y,1,728.59,0,,521,1763.43,1,Semi-Urban,1,31410.18,12793.28
F,33,4024.12,Low,Commercial associate,Core staff,Urban,278734.08,760,Y,Y,4,767.23,0,Active,561,4024.12,3,Rural,1,471785.72,222987.26
